City,State,Technology,Vendor
Shepherdsville,KY,Automated License Plate Readers,Flock Safety
Elizabethtown,KY,Automated License Plate Readers,Flock Safety
Shelbyville,KY,Automated License Plate Readers,Flock Safety
Taylorsville,KY,Automated License Plate Readers,Flock Safety
Prosper,TX,Camera Registry,Flock Safety
Comanche,TX,Face Recognition,Bureau of Justice Assistance
Jacksonville,NC,Face Recognition,Bureau of Justice Assistance
Liberty,TX,Third-party Investigative Platforms,TransUnion
Philadelphia,PA,Third-party Investigative Platforms,Thomson Reuters
Alexandria,VA,Automated License Plate Readers,Flock Safety
Allen Park,MI,Automated License Plate Readers,Flock Safety
Amberley Village,OH,Automated License Plate Readers,Flock Safety
Andover,MN,Automated License Plate Readers,Flock Safety
Apache Junction,AZ,Automated License Plate Readers,Flock Safety
Arcanum,OH,Automated License Plate Readers,Flock Safety
Arlington,TX,Automated License Plate Readers,Flock Safety
Aubrey,TX,Automated License Plate Readers,Flock Safety
Avon,IN,Automated License Plate Readers,Flock Safety
Bainbridge Township,OH,Automated License Plate Readers,Flock Safety
Barling,AR,Automated License Plate Readers,Flock Safety
Beecher,IL,Automated License Plate Readers,Flock Safety
Belle Isle,FL,Automated License Plate Readers,Flock Safety
Belmont,NC,Automated License Plate Readers,Flock Safety
Bessemer City,NC,Automated License Plate Readers,Flock Safety
Bloomingdale,IL,Automated License Plate Readers,Flock Safety
Bluffton,IN,Automated License Plate Readers,Flock Safety
Bratenahl,OH,Automated License Plate Readers,Flock Safety
Bridgewater,VA,Automated License Plate Readers,Flock Safety
Buckeye,AZ,Automated License Plate Readers,Flock Safety
Connelly Springs,NC,Automated License Plate Readers,Flock Safety
El Dorado,KS,Automated License Plate Readers,Flock Safety
Cabot,AR,Automated License Plate Readers,Flock Safety
Cayuga Heights Village,NY,Automated License Plate Readers,Flock Safety
Cedar Lake,IN,Automated License Plate Readers,Flock Safety
Chadbourn,NC,Automated License Plate Readers,Flock Safety
Chase City,VA,Automated License Plate Readers,Flock Safety
Chester,SC,Automated License Plate Readers,Flock Safety
Chesterfield,MO,Automated License Plate Readers,Flock Safety
Orangeburg,SC,Automated License Plate Readers,Flock Safety
Shelby,NC,Automated License Plate Readers,Flock Safety
Clinton,IA,Automated License Plate Readers,Flock Safety
Visalia,CA,Automated License Plate Readers,Flock Safety
Colma,CA,Automated License Plate Readers,Flock Safety
Columbus,NC,Automated License Plate Readers,Flock Safety
New Bern,MC,Automated License Plate Readers,Flock Safety
Creedmoor,NC,Automated License Plate Readers,Flock Safety
Culpeper,VA,Automated License Plate Readers,Flock Safety
Culver City,CA,Automated License Plate Readers,Flock Safety
Mocksville,NC,Automated License Plate Readers,Flock Safety
Del City,OK,Automated License Plate Readers,Flock Safety
Derby,KS,Automated License Plate Readers,Flock Safety
Dublin,VA,Automated License Plate Readers,Flock Safety
Eatonville,WA,Automated License Plate Readers,Flock Safety
Edgewater,CO,Automated License Plate Readers,Flock Safety
Edmond,OK,Automated License Plate Readers,Flock Safety
Elgin,SC,Automated License Plate Readers,Flock Safety
Elizabethtown,NC,Automated License Plate Readers,Flock Safety
Evanston,IL,Automated License Plate Readers,Flock Safety
Evendale,OH,Automated License Plate Readers,Flock Safety
Fairfax,VA,Automated License Plate Readers,Flock Safety
Forest Heights,MD,Automated License Plate Readers,Flock Safety
Forest Park,OH,Automated License Plate Readers,Flock Safety
Fort Smith,AR,Automated License Plate Readers,Flock Safety
Foster City,CA,Automated License Plate Readers,Flock Safety
Franklin,MA,Automated License Plate Readers,Flock Safety
Franklinton,NC,Automated License Plate Readers,Flock Safety
Fuquay-Varina,NC,Automated License Plate Readers,Flock Safety
Genoa Township,OH,Automated License Plate Readers,Flock Safety
Grand Island,NE,Automated License Plate Readers,Flock Safety
Grandview Heights,OH,Automated License Plate Readers,Flock Safety
Great Parks,OH,Automated License Plate Readers,Flock Safety
Grand Island,NE,Automated License Plate Readers,Flock Safety
Cincinnati,OH,Automated License Plate Readers,Flock Safety
Hamilton Township,OH,Automated License Plate Readers,Flock Safety
Hamlet,NC,Automated License Plate Readers,Flock Safety
Hampton,VA,Automated License Plate Readers,Flock Safety
Hanover Park,IL,Automated License Plate Readers,Flock Safety
Hendersonville,NC,Automated License Plate Readers,Flock Safety
Danville,IN,Automated License Plate Readers,Flock Safety
Hesston,KS,Automated License Plate Readers,Flock Safety
Highland,UT,Automated License Plate Readers,Flock Safety
Hilliard,OH,Automated License Plate Readers,Flock Safety
Raeford,NC,Automated License Plate Readers,Flock Safety
Holland,OH,Automated License Plate Readers,Flock Safety
Hubbard,OH,Automated License Plate Readers,Flock Safety
Hudson,NC,Automated License Plate Readers,Flock Safety
Huntersville,NC,Automated License Plate Readers,Flock Safety
Indialantic,FL,Automated License Plate Readers,Flock Safety
Indian Hill,OH,Automated License Plate Readers,Flock Safety
Jemison,AL,Automated License Plate Readers,Flock Safety
Franklin,IN,Automated License Plate Readers,Flock Safety
Johnston,RI,Automated License Plate Readers,Flock Safety
Junction City,KS,Automated License Plate Readers,Flock Safety
Jupiter Inlet Colony,FL,Automated License Plate Readers,Flock Safety
Kent,WA,Automated License Plate Readers,Flock Safety
Hanford,CA,Automated License Plate Readers,Flock Safety
Lakewood,WA,Automated License Plate Readers,Flock Safety
Greenwood,SC,Automated License Plate Readers,Flock Safety
Largo,FL,Automated License Plate Readers,Flock Safety
Lawton,OK,Automated License Plate Readers,Flock Safety
Mahoning Township,PA,Automated License Plate Readers,Flock Safety
Maple Bluff,WI,Automated License Plate Readers,Flock Safety
Margaret,AL,Automated License Plate Readers,Flock Safety
Marine City,MI,Automated License Plate Readers,Flock Safety
Marion,OH,Automated License Plate Readers,Flock Safety
Marysville,OH,Automated License Plate Readers,Flock Safety
Mentor-on-the-Lake,OH,Automated License Plate Readers,Flock Safety
Michigan City,IN,Automated License Plate Readers,Flock Safety
Middleburg Heights,OH,Automated License Plate Readers,Flock Safety
Milan,MI,Automated License Plate Readers,Flock Safety
Mint Hill,NC,Automated License Plate Readers,Flock Safety
Montgomery Township,NJ,Automated License Plate Readers,Flock Safety
Mooresville,IN,Automated License Plate Readers,Flock Safety
Morgan's Point,TX,Automated License Plate Readers,Flock Safety
Morgan's Point Resort,TX,Automated License Plate Readers,Flock Safety
Moundville,AL,Automated License Plate Readers,Flock Safety
Mount Holly,NC,Automated License Plate Readers,Flock Safety
Mount Vernon,OH,Automated License Plate Readers,Flock Safety
Muskogee,OK,Automated License Plate Readers,Flock Safety
Napa,CA,Automated License Plate Readers,Flock Safety
Napoleon Township,MI,Automated License Plate Readers,Flock Safety
Nashville,NC,Automated License Plate Readers,Flock Safety
North College Hill,OH,Automated License Plate Readers,Flock Safety
Northlake,TX,Automated License Plate Readers,Flock Safety
Oberlin,OH,Automated License Plate Readers,Flock Safety
Olmsted Falls,OH,Automated License Plate Readers,Flock Safety
Ontario,OH,Automated License Plate Readers,Flock Safety
Pawhuska,OK,Automated License Plate Readers,Flock Safety
Parsons,KS,Automated License Plate Readers,Flock Safety
Pawtucket,RI,Automated License Plate Readers,Flock Safety
Peotone,IL,Automated License Plate Readers,Flock Safety
Pierce Township,OH,Automated License Plate Readers,Flock Safety
Pineville,NC,Automated License Plate Readers,Flock Safety
Pittsboro,NC,Automated License Plate Readers,Flock Safety
Pittsboro,IN,Automated License Plate Readers,Flock Safety
Pontiac,IL,Automated License Plate Readers,Flock Safety
Valparaiso,IN,Automated License Plate Readers,Flock Safety
Puyallup,WA,Automated License Plate Readers,Flock Safety
Providence,RI,Automated License Plate Readers,Flock Safety
Mansfield,OH,Automated License Plate Readers,Flock Safety
Richmond,CA,Automated License Plate Readers,Flock Safety
River Rouge,MI,Automated License Plate Readers,Flock Safety
Roanoke,VA,Automated License Plate Readers,Flock Safety
Rock Hill,SC,Automated License Plate Readers,Flock Safety
Roselle,IL,Automated License Plate Readers,Flock Safety
Rossford,OH,Automated License Plate Readers,Flock Safety
Rossville,GA,Automated License Plate Readers,Flock Safety
Roxboro,NC,Automated License Plate Readers,Flock Safety
Papillion,NE,Automated License Plate Readers,Flock Safety
Scottsbluff,NE,Automated License Plate Readers,Flock Safety
Seelyville,IN,Automated License Plate Readers,Flock Safety
Sharpsburg,NC,Automated License Plate Readers,Flock Safety
Sheffield Village,OH,Automated License Plate Readers,Flock Safety
Shelbyville,IN,Automated License Plate Readers,Flock Safety
Shrewsbury,MO,Automated License Plate Readers,Flock Safety
Springdale,OH,Automated License Plate Readers,Flock Safety
St. Joseph,MO,Automated License Plate Readers,Flock Safety
Duluth,MN,Automated License Plate Readers,Flock Safety
St. Pauls,NC,Automated License Plate Readers,Flock Safety
Sumpter Township,MI,Automated License Plate Readers,Flock Safety
Surfside Beach,SC,Automated License Plate Readers,Flock Safety
Sylvania,OH,Automated License Plate Readers,Flock Safety
Temple,GA,Automated License Plate Readers,Flock Safety
Trotwood,OH,Automated License Plate Readers,Flock Safety
Lafayette,LA,Automated License Plate Readers,Flock Safety
Wadsworth,OH,Automated License Plate Readers,Flock Safety
Lebanon,OH,Automated License Plate Readers,Flock Safety
Warsaw,NC,Automated License Plate Readers,Flock Safety
Waxhaw,NC,Automated License Plate Readers,Flock Safety
Wayzata,MN,Automated License Plate Readers,Flock Safety
Wellington,KS,Automated License Plate Readers,Flock Safety
Bluffton,IN,Automated License Plate Readers,Flock Safety
Wentzville,MO,Automated License Plate Readers,Flock Safety
West Milton,OH,Automated License Plate Readers,Flock Safety
Westerville,OH,Automated License Plate Readers,Flock Safety
Whitehall,OH,Automated License Plate Readers,Flock Safety
Whiteville,NC,Automated License Plate Readers,Flock Safety
Wolverine Lake,MI,Automated License Plate Readers,Flock Safety
Woodstock,VA,Automated License Plate Readers,Flock Safety
Woodstock,GA,Automated License Plate Readers,Flock Safety
Worthington,OH,Automated License Plate Readers,Flock Safety
Wright City,MO,Automated License Plate Readers,Flock Safety
Wytheville,VA,Automated License Plate Readers,Flock Safety
Marysville,CA,Automated License Plate Readers,Flock Safety
Powell,OH,Automated License Plate Readers,Flock Safety
Polkton,NC,Automated License Plate Readers,Flock Safety
Framingham,MA,Cell-site Simulator,Jacobs Technology
Ellicott City,MD,Cell-site Simulator,Jacobs Technology
Highland,IL,Third-party Investigative Platforms,TransUnion
Marble Falls,TX,Third-party Investigative Platforms,TransUnion
Morrisville,PA,Third-party Investigative Platforms,TransUnion
Excelsior Springs,MO,Automated License Plate Readers,Flock Safety
Olympia,WA,Automated License Plate Readers,Flock Safety
Provo,UT,Automated License Plate Readers,Flock Safety
Quincy,FL,Automated License Plate Readers,Flock Safety
South Sioux City,NE,Automated License Plate Readers,Flock Safety
Olympia,WA,Automated License Plate Readers,Flock Safety
Excelsior Springs,MO,Automated License Plate Readers,Flock Safety
Provo,UT,Automated License Plate Readers,Flock Safety
Quincy,FL,Automated License Plate Readers,Flock Safety
South Sioux City,NE,Automated License Plate Readers,Flock Safety
Mattawa,WA,Body-worn Cameras,Axon
Mount Vernon,WA,Body-worn Cameras,Axon
Bernardsville,NJ,Automated License Plate Readers,Vigilant Solutions
Fife,WA,Body-worn Cameras,Axon
Ephrata,WA,Body-worn Cameras,Axon
Anchorage,AK,Body-worn Cameras,Axon
Lakewood,WA,Body-worn Cameras,Coban
Pelham,AL,Body-worn Cameras,Axon
Nome,AK,Body-worn Cameras,Axon
Moody,AL,Body-worn Cameras,Axon
Jasper,AL,Body-worn Cameras,Axon
Daytona Beach,FL,Automated License Plate Readers,Flock Safety
Cape Coral,FL,Automated License Plate Readers,Vetted Security Solutions
Port Orange,FL,Automated License Plate Readers,Flock Safety
Anniston,AL,Body-worn Cameras,Axon
Livingston,NJ,Automated License Plate Readers,Motorola Solutions
Cordova,AK,Body-worn Cameras,Wolfcom
Millville,NJ,Automated License Plate Readers,Motorola Solutions
Millville,NJ,Automated License Plate Readers,Motorola Solutions
Gardendale,AL,Body-worn Cameras,Axon
Montgomery,AL,Body-worn Cameras,Axon
Silverhill,AL,Body-worn Cameras,Watchguard
Orlando,FL,Automated License Plate Readers,No
Haines City,FL,Automated License Plate Readers,"American Traffic Solutions, Flock Safety"
Chickasaw,AL,Body-worn Cameras,Axon
Adamsville,AL,Body-worn Cameras,Axon
Athens,AL,Body-worn Cameras,Axon
Beaumont,TX,Real-Time Crime Center,Fusus
Albany,CA,Automated License Plate Readers,Flock Safety
Angels Camp,CA,Automated License Plate Readers,Axon
Oroville,CA,Automated License Plate Readers,Flock Safety
El Monte,CA,Automated License Plate Readers,Flock Safety
Mammoth Lakes,CA,Automated License Plate Readers,Flock Safety
Marysville,CA,Automated License Plate Readers,Motorola Solutions
Monterey,CA,Automated License Plate Readers,Flock Safety
Redding,CA,Automated License Plate Readers,Motorola Solutions
Ridgecrest,CA,Automated License Plate Readers,Flock Safety
Santa Maria,CA,Automated License Plate Readers,Flock Safety
Santa Paula,CA,Automated License Plate Readers,Flock Safety
Shafter,CA,Automated License Plate Readers,Flock Safety
Soledad,CA,Automated License Plate Readers,Flock Safety
Suisun City,CA,Automated License Plate Readers,Flock Safety
Turlock,CA,Automated License Plate Readers,EPIC iO
Virginia Beach,VA,Real-Time Crime Center,Fusus
Virginia Beach,VA,Camera Registry,Fusus
Amarillo,TX,Third-party Investigative Platforms,Peregrine
Anderson,IN,Gunshot Detection,Flock Safety
Angier,NC,Automated License Plate Readers,Flock Safety
Antioch,IL,Automated License Plate Readers,Flock Safety
Montgomery,AL,Third-party Investigative Platforms,LexisNexis
Alexandria,NH,Third-party Investigative Platforms,Chorus Intellegence
York,PA,Body-worn Cameras,Motorola
Havertown,PA,Drones,DJI
Salinas,CA,Drones,"DJI, Skydio"
Lakeport,CA,Face Recognition,Clearview AI
New Orleans,LA,Face Recognition,Idemia
Soldotna,AK,Body-worn Cameras,Motorola Solutions
Bethel,AK,Body-worn Cameras,Axon
Palmer,AK,Body-worn Cameras,Getac
Cheney,WA,Body-worn Cameras,Axon
Wenatchee,WA,Body-worn Cameras,WatchGuard
Zapata,TX,Body-worn Cameras,Wrap Intrinsic
Albany,OR,Drones,"DJI, Skydio"
Baker City,OR,Drones,"Autel, DJI"
Brookings,OR,Drones,DJI
Canby,OR,Drones,DJI
Clackamas,OR,Drones,DJI
St. Helens,OR,Drones,DJI
Corvallis,OR,Drones,DJI
Prineville,OR,Drones,"Autel, DJI"
Dallas,OR,Drones,DJI
Roseburg,OR,Drones,"Autel, DJI"
Florence,OR,Drones,DJI
Forest Grove,OR,Drones,DJI
Canyon City,OR,Drones,DJI
Grants Pass,OR,Drones,DJI
Lake Oswego,OR,Drones,DJI
Eugene,OR,Drones,DJI
Salem,OR,Drones,DJI
Mcminnville,OR,Drones,DJI
Medford,OR,Drones,DJI
